"M00000300","M00000302","M00000304","M00000305","M00000298","M00000297","M00000299","M00000301","M00000303","M00000306","M00000307","M00000308","M00000019","M00000020","M00000021","M00000022","M00000002","M00000001","M00000003","M00000004","M00000007","M00000005","M00000006","M00000008","Gene"
2393.59,2577.31,2242.36,4234.79,1454.82,1016.29,883.828,1894.98,2198.69,2040.91,2772.64,2147.16,1643.32,2902.28,2705.51,2925,2750.08,2053.4,2291.93,2071,2572.5,2477.27,2236.44,3537.77,"VPS4A"
2406.72,1309.89,1334.4,1914.96,1170.91,657.481,1207.04,1075.8,1126.96,1171.18,1674.31,1393.01,2049.74,4182.42,3255,3896.42,6049.45,4687,3018.73,2599.14,4128.66,2539.01,3439.93,5789.09,"VPS4B"
211.2769,286.47269,171.1598,292.36731896,245.3917,118.6546,109.2922,246.4776,437.1678,225.2545,278.1344,522.45,591.1434,992.6189,924.2324,1049.5279,891.4037,612.8156,840.9857,816.5153,1356.506,753.3054,1053.292,2039.16,"VPS50"
4115.01,4484.95,4620.18,7387.85,1910.28,2516.12,1775.81,3088.52,3816.16,3252.49,4679.44,3731.13,3269.63,4472.44,5686.36,6012.26,3847.21,1832.39,3455.8,3136.59,3218.05,3635.66,2793.88,5337.55,"VPS51"
384.209,699.978,413.271,427.714,429.628,213.531,167.803,411.588,603.142,541.05,479.247,501.654,516.691,781.122,1112.02,1226.77,1249.1,1285.32,1569.11,1145.71,1348.42,1643.41,1408.68,1512.34,"VPS52"
1374.297,1388.304,1210.418,1527.248,1084.703,472.1488,607.306,1130.686,760.949,1004.471,1359.275,1112.109,869.757,1836.637,2034.592,2031.851,2343.106,1823.354,2732.846,2587.476,3557.608,2271.137,2242.332,4843.426,"VPS53"
1473,1453.003,830.029,876.029,1466,420,930.0002,973,760.516,684.952,1012.953,952.01,790.492,1208.093,1119,1344,1199.172,865,966,909,1658.837,919,1210.798,2183.24,"VPS54"
482.0003,549.9282,435.12066,763.36773,492.109,235.99973,150.0004,334.08,1111.9869,336.0027,622.9998,855.20011,581.9998,964.5249,889.9379,1042.2994,1022.839,680.207,881.166,757.5376,836.925,783.25,814.187,1280.948,"VPS72"
1133.23,1198.32000001176,1008.0100299197,825.219447927,1243.07,406.038,320.584,999.85339,562.909000041673,834.858,582.46500445897,1030.48128972,920.211,1632.23000315828,1384.44136855,1634.79,3076.36000123641,2111.74,1390.960185409,1069.21000334034,1794.11,870.172,1451.08000052224,2685.680224797,"VPS8"
567.781,1475.34,1152.05,1150.74,1039.38,481.968,567.517,924.038,620.715,648.489,897.152,680.137,304.666,401.597,841.281,740.808,1333.41,1859,957.991,1377.19,935.527,1295.56,938.961,1071.28,"VPS9D1"
114.458,180.244,142.948,319.043,70.8001,28.6743,55.4828,90.6687,218.945,153.794,99.1826,266.015,32.3337,58.0502,163.707,92.3273,199.817,280.311,218.471,443.689,240.572,380.966,238.51,159.913,"VPS9D1-AS1"
787.471,800.864,868,1338,1132,187,880.411,449.013,1757,669.011,836.501,1050,308.007,530.236,513.008,478.293,483.203,268.156,367,367.179,536.008,360,395,861.513,"VRK1"
440.0388,529.97603,474.707,699.581,778.76439,297.787,253.8416,348.94156,734.173,406.40193,636.95541,411.0267,253.369270069866,540.12476,436.1068,570.09505,446.4757,363.99054,517.92902,321.047,437.87158,228.5890299556,381.8535,768.9907,"VRK2"
679.4782,701.747,434.9726,589.97,275.6925,183.766,223.367,408.4672,650.691,294.843,546.514,684.247,463.1508,1055.161,854.377,1233.557,1197.5673,1052.5162,781.8736,564.8455,948.7172,1072.257,824.1525,1558.88,"VRK3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00696,0,0,0,0,0,0,0,14.4485,0,"VRTN"
22.1992,55.1382,83.3604,20.5392,37.1308,43.1584,66.4335,87.6203,25.269,54.0662,77.219,15.0874,360.3969,434.0875,741.5664,593.0375,751.707,375.5497,770.8537,806.97,794.444,699.7339,612.1497,1461.69,"VSIG1"
145.777,146.347,137.886,105.812,59.9688,35.1067,39.7841,117.953,99.125,93.7423,72.9386,167.927,21.9251,56.023,62.4707,78.9953,60.3793,73.5532,70.6246,63.0209,109.285,63.5607,72.8793,114.293,"VSIG10"
55,33.0515,54,242,65,43,9,47,15,37,108,39.0024,9,20,32.0008,38,17,32,40,27,32,31,35,25,"VSIG10L"
119.767,74.7375,54.2785,50.7738,29.9855,70.1013,33.7171,204.507,92.4708,157.21,139.35,35.5544,90.6761,76.4837,65.3776,66.0712,66.6049,65.2738,145.643,72.9433,78.818,78.8231,178.633,173.199,"VSIG2"
0,17.000270232,36.7514,232.2795,105.3361,57.48791,0,56.00002,14.99311,0,60.06996,52.79194,83.7389,211.5954,41.0996,171.2174,29.85703,91.36036,68.5135,37.2801,54.71215,88.8363,58.8579000331058,113.425,"VSIG4"
2.24329,5.17453,2,9.5027,1,7,4,6,3,7,3,7.39683,0,4.00128,7.22892,9.30258,41.4468,47.3079,2,21.351,23.5359,13.4161,14,42.035,"VSIG8"
0,0,0,0,0,0,0,0,0,0,0,0,6.00046,9.2243,0,10.1933,5.38773,4.65539,4.08973,4.31762,15.0934,3.11498,5.1724,10.6739,"VSNL1"
4160.49072,280.8899,1316.8763,1980.73823,1897.99276,9.15183,1050.677,513.4867,95.7346,47.0745,1010.81843,806.9264,172.229,33.1132,263.5789,788.49,142.6381,108.977,423.3122,68.1202,386.4606,51.059,215.82331,159.6803,"VSTM1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSTM2A"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSTM2A-OT1"
0,1,0,0,0,3,0,0,0,1,0,0,2,2,0,0,2,3,6,0,2,0,0,4,"VSTM2B"
0,0,1.00565,5.01207,1.00006,1.00005,1,0,0,0,4.00062,2.00042,1,4.00031,2.0059,2.00119,0,4.00741,4.00436,0,2.00269,0,1,8.07345,"VSTM2L"
34.98592,62.17578,36.8281,120.3021,54.74667,12.3823,32.031,33.835,79.04547,59.45203,19.19649,76.81688,10.1484,26.6633,38.6394,35.4189,106.1637,133.466,72.8059,128.3777,91.8348,66.2242,70.3397,118.257,"VSTM4"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"VSTM5"
0,0,0,0,0,0,0,0,0,3.00631,2,0,1,1,0,2.02368,1,0,0,0,0,4.03233,0,0,"VSX1"
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSX2"
641.6011,603.20081,619.5608,673.45462,909.27304,216.00029,378.3823,491.4872,946.12724,494.9776,786.00284,1104.6691,911.0003,1719.3305,1438.20949,1792.6954,1810.9539,962.2999,1226.1881,867.7769,1542.3919,1009.4933,1271.0255,2011.8287,"VTA1"
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VTCN1"
472.563,582.034,584.78,1027.22,602.312,365.631,289.632,514.162,593.018,645.941,890.206,639.771,349.545,778.361,774.029,835.47,1052.28,804.553,855.049,658.13,1173.48,661.92,759.059,1681.75,"VTI1A"
1508.55,1457.04,956.125,2091.02,969.839,670.238,695.613,1433.01,1054.08,1397.57,1862.1,1161.43,803.276,1570.22,1148.28,1557.4,1479.91,826.109,1051.18,899.063,1261.17,935.077,1130.76,1902.14,"VTI1B"
0,1,2,5,2,0,2,4,3,3,5,6,2,2,7,2,1,0,2,2,7,2,5,8,"VTN"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VTRNA1-1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VTRNA1-2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VTRNA1-3"
20,51,49,6.00782,7,6,0,29,18,35,12,92,0,0,0,0,0,0,1,0,1,0,0,2,"VWA1"
53.3175,0.000378264,11.0811,0.000475778,0.00064379,0,0.000230084,0,0,91.7277,0,55.812,3.57359e-05,0.000139848,0.000210631,0.000119194,0.000676112,0.00194944,0.00102986,0.00130457,0.000298757,0.000503818,0.000456461,0.00093144,"VWA2"
3.00234,2.01721,3.00525,4.00139,3.06536,4.01343,1.00806,4.02095,1.00032,0,3.00474,3.00013,0,2.00086,13.0456,6.03234,13.0469,6.00838,22.2195,19.0188,21.072,14.0159,24.1289,39.2755,"VWA3A"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"VWA3B"
317.9999,266.0006,324.0002,297.0027,85,93,29.00022,392.007,361.4634,213.0002,261.0028,502.151,226,438.0001,344.0086,458.9467,358.0001,237.0003,410.165,363.9996,433.2062,312.0006,380.1776,659.0166,"VWA5A"
0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4,0,2,4,0,3,4.00002,4,"VWA5B1"
6.0003,0,0,0,0,3,3.00097,0,29.0031,7.0075,19.9748,0,0,0,0,0,0,0,0,0,0,0,0,0,"VWA5B2"
56,20,32,29,19,8,9,13,36,34,30,34,28,62,66,36,149,58,78.1588,92,96,96.0962,71.3174,138.004,"VWA7"
513.082,578.0159,522.122,428.248,279.0004,298.0011,147.0313,524.2459,1017,369,586.515,845,623.0002,1188.3758,1348.0387,1118.2178,928.447,475.0011,823.0081,920.9997,1173.0662,966.0004,942.0332,2041.576,"VWA8"
2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"VWA8-AS1"
61.4066,208.0235,251.0444,246.9505,50.94787,68.928,78.7172,140.3938,145.9591,96.0715,236.1359,190.2561,67.9438,135.5466,83.8189,78.473,77.4094,41.7056,67.2681,131.1424,88.593,44.3169532218,26.157136034,161.0707,"VWA9"
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,"VWC2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VWC2L"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VWC2L-IT1"
84,94,153,171,39,22,109.136,57,253,121,61,289,10,4,5.00648,2,13,7,3,6,2,4,8,3,"VWCE"
81.7748,81.4554,60.9477,59.968,63.9624,29.7071,42.3824,22.1019,97.0597,13.7328,52.9015,0,0,3,9.20767,0,7,25.3405,76.1242,44.3208,72.0786,0.128287,0,0,"VWDE"
14777.9,8076,1291,2889,1799.46,1232,847.024,8115.97,5937.95,8651.88,2514.26,2046,201,303,118,122,98,110,213,65,61,90,172,86,"VWF"
6751.767,5219.551,6073.666,12401.386,12072.949,3361.323,9864.382,4357.722,5331.744,6282.072,8920.122,4617.453,5070.889,8173.46,7976.073,8622.77,13631.2,8992.973,6451.263,5511.641,8519.173,5954.015,6938.868,12225.1,"WAC"
2204.19,1843.31,1982.68,2553.9,2698.8,876.05,2395.78,1470.45,2429.07,1642.38,2576.74,1969.2,2028.69,4088.77,4225.83,4836.48,4385.49,3514.39,2849.98,2224.66,3588.18,2450.06,3410.3,6235.39,"WAPL"
4094.4495,27802.94,9866.107,11694.968,14857.701,7947.962,4026.4026,9858.162,3483.4294,5052.381,16722.775,3512.109,4243.998,9106.095,6976.56,10580.426,9670.024,11624.672,7526.504,4169.002,7490.206,5878.7509,9337.032,7960.986,"WARS"
103.768,209.9997,177,261.9209,176.99956,115.99985,66,77,333.9997,146,322,380.0357,175.66681,347.0017,180.0002,311,148.0699,107.6455,187.541,111.5133,253,164.0003,206.242,309.4116,"WARS2"
4996.96,4386.04,3857.68,6372.92,7603.21,2199.71,2935.86,4105.58,2130.96,2335.3,5273.43,4483.82,4121.99,6777.77,5860.7,7558.46,14840.8,11536.7,5600.8,4455.89,4739.34,4957.11,5197.59,5191.46,"WAS"
597.3059,746.9993,419.073,1631.1582,243.3487,474.9996,115,656.0004,795.3517,823.0006,827.0966,820,46.0000000569077,74,52,137.1292,77.3162,47.00004,59,33,98.2418,36,57.00002,126.69768209,"WASF1"
10668.2677,7635.93000059123,6663.9153,10724.346,7192.16,5429.5675,8704.2934,8011.8865,7189.9,8238.98,11297.2866,5713.64,6338.39,11124.6477,9972.75,11813.6099,12391.6,9312.6939,8355.2682,7534.8544,10221.398,7771.108,9082.9585,13488.2299,"WASF2"
455.457,199.3074,41.1328,287.1373,157.188,212.106,26.27096,270.525,185.3531,701.328,599.6686,75.2259,82.0457,83.2363,53.3587,45.7439,21.0335,25.4993,54.8352,31.1905,16.02908,18.01213,58.3757,75.4948,"WASF3"
758.646,1490.16,1317.88,953.921,897.867,312.141,169.689,1073.58,873.58,331.35,742.926,558.204,352.124,527.105,521.712,771.639,731.129,803.53,851.547,1371.8,551.984,1669.05,1325.64,2017.31,"WASH1"
39.5759,29.1413,57.9907,124.806,32.1761,48.8939,46.617,64.5559,161.895,87.4624,101.624,359.808,0,16.7837,18.4406,16.0424,115.517,111.619,122.315,121.898,95.6714,91.8808,138.001,187.536,"WASIR2"
367.265,287,287.045,596.145,313,181.487,296.061,266,353,384.377,518.554,326.008,307.035,549.267,391.015,488.61,415.114,276,341.277,306.22,496.216,255.274,510.095,631.808,"WASL"
1443.63,1144.86,1069.97,1857.92,628.025,629.697,545.712,1147.63,1047.06,1108.79,1506.98,1071.25,595,1054.12,1092.91,1196.65,1289.02,866.151,1277.01,1167.13,1058.84,1328,1099.03,1466.61,"WBP1"
3451.04,2959.88,3163.14,6444.95,2453,2584.02,2048.94,2562.98,3770.61,3917.63,4925.96,2638,2089,3906.6,3433.91,3847.33,3240.81,2116.01,2453.07,2229.67,2999.67,2449.86,2591,4768.21,"WBP11"
1168.35,1205.247,475.4763,917.532,872.7106,396.088,195.856,1579.5028,873.6114,646.555,1250.2235,893.481,2481.2703,4500.8,3448.57,4564.04,4746.6759,3109.17,2661.9689,2001.06,3255.0981,2362.33,2604.06,4377.8554,"WBP1L"
6679.45,3098.82,2426.26,3178.77,7687.93,3208.38,5249.59,4241.13,3746.89,3477.09,4665.29,2586.34,2559.52,4044.18,3790.23,4554.4,10037,7631.03,3283.06,2674.96,2839.59,3258.84,3299.26,3703.03,"WBP2"
2,5,2,8,0,0,1,6.1576,5,5,5,5.00354,7,14,17,16,9,4,7,20,31,8.00207,15,23.0026,"WBP2NL"
384,378,276.061,341,298.028,152.001,376,233.001,376.061,212,302.05,324,225,351,313.003,396.038,644.11,417.133,384,262,538.29,331,444,637.072,"WBP4"
152.034,227.26567,121.632,190.617,50.9886,55.8594,28.8834,166.16441,270.34,151.351,243.573,303.22392,0,35.6781,12.7748,26.748,15.7678,0.114757,14.3506,13,16.1038,12.59735,24.7842,10.8904,"WBP5"
914.99988,988.2602,827.6128,1427.6447,298.01186,273.87484,238.03823,547.0001,1061.5724,751.0067,989.2058,1030.7916,618.8827,1048.01265,966.98618,1176.2,837.054,469.2254,698.04473,663.5905,832.52063,759.55628,744.55348,1111.0511,"WBSCR16"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WBSCR17"
781.2441,977.1826,1128.4658,1550.5952,521.2403,482.7897,383.6308,716.2126,964.2001,809.2833,1336.7882,1009.8924,633.30862,903.3532,947.8518,1050.6824,1015.3173,550.4954,903.9239,848.43,946.004,931.021,750.301,1540.7368,"WBSCR22"
7.20812,46.009,14.0524,66.9135,7.00337,0,1.00123,21.259,13.4618,27.7366,40.5264,35.449,14.0253,2.10958,4.09797,16.417,6.01336,1.00028,24.0588,28.5752,38.014,24.0037,6.30897,29.5673,"WBSCR27"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"WBSCR28"
1902.99,2698.61,2191.08,2878.31,4964.72,1303,2634.9,2082.46,1589.78,2515.18,3589.02,1288,1641,3264,2761.55,3518.59,3082.4,2600.79,2083.91,1774,2977.71,2031.79,2577.86,3760.19,"WDFY1"
424,537,563,373.818,930,236,590.287,575.197,369.005,284,552.484,573.344,580,1032.39,979.573,1193.01,1396.07,1288.04,1187,1071.93,1892.86,901,1517.19,2099.4,"WDFY2"
2173.02,1334.01,665,681.012,1448.01,419.015,1467,1152.02,661,725.014,827.016,926.069,1397.01,2468.02,1681.65,2337.46,6022.16,7573.72,1302.82,976.167,2327.33,796,2193.34,1917.09,"WDFY3"
0,0,0,2.41179,0,0,0,4.88243,0,0,8.00406,0,11,10.1575,12.0076,9.00668,30.8441,37.7668,13.0007,3.43355,17.2402,6.44087,4.24632,4.70886,"WDFY3-AS2"
2948.06,2144.49,1161.43,1614.88,1575.01,1727.64,500.526,1751.01,912,991,1284.11,1664,2488,4813.5,4458.5,6449.72,4530.58,4110.49,3216.5,2613.55,4607.95,2460.08,4051.77,6447.34,"WDFY4"
333.136,307.03600136706,320.24605926,500.051,307.048,65.3448,216.0364,150.1727,901.503,304.2074,259.032,703.109000086338,77.0003,192.012,192.1136,180.119,147.2115,87.0423,129.005,161.017,237.334,148.0263,182.016177387,330.0287,"WDHD1"
9.72356,0,58.2532,41.4325,0,0,11.308,0,72.0529,12.7857,3.088e-08,0.528713,60.0063,54.7999,90.933914,39.7342,90.0676,74.7876,39.9065,107.475,48.6618,77.2897,38.506300624901,116.63,"WDPCP"
18630.946,13854.313,8688.2238,15522.19,8751.215,4759.7014,7755.1073,13718.605,9157.555,12532.4559,16802.941,8232.1773,8712.959,16117.91,12986.7955,15065.526,19795.5873,13830.8468,11814.8644,9537.7301,13715.5457,10868.3574,10996.6561,17895.9568,"WDR1"
1018,1523.01,1205.01,1891.7,699.001,833.319,523.951,1438.23,1390,1207,1496.14,1620,2017,3262.43,3211.99,3417,3081.21,1765.27,3051.53,2505.01,4996.01,2989.58,4081.45,5940.42,"WDR11"
8.36673,6.6852,4.17853,6.5494,0,8.89789,6.24881,6.31132,13.1534,12.5843,3.21483,14.5964,23.3221,26.8045,26.9411,25.5338,75.7978,122.193,52.4478,68.3776,107.756,89.1743,109.226,171.626,"WDR11-AS1"
322,360,379.09,660,156.014,121.015,112.028,208.722,856.151,266,313.068,813,244.031,399,391.178,445.025,318.927,223.455,290.022,299.461,428.074,348.565,361.683,684.466,"WDR12"
415.089,601.849,401.12,940.079,320.516,336.672,178.333,415.153,386.532,361.787,451.5,448.963,133.329,212.192,286.138,350.153,394.877,373.072,323.603,229.31,304.313,363.061,310.283,254.844,"WDR13"
29.5654,87.2877,58.4182,125.3601,16.1769,43.1023,19.7343,83.61825,136.6052,72.4679,57.0161,87.8396,38.9308,37.7145,82.6607,99.17,0,3.59046e-06,0,16.472,72.7649,36.2713,37.25533,29.8432,"WDR17"
688.199,765,926,1785,281,280,122,458.372,942,555.071,748.919,952.264,486,532.002,674.183,685.216,402,315,394,359,467.618,483.447,363.086,567,"WDR18"
89,179.522,154.991,116.215,59,76,22.6931,154.362,109.14,181.497,148.463,134.007,134.016,225.073,418.228,393.008,382.642,378.681,461.498,426.037,577.987,418.399,476.303,1204.96,"WDR19"
53.95140231244,80.992804,68.00313,187.570731,181.2843,25.68034,150.387667,66.36153718,168.7389037886,142.856900233416,215.7418427,136.6292,143.0184,435.2626104,451.91550025,390.331082,472.8785853,457.498715319,247.828324358517,219.8824878887,454.40960525202,229.23128715,400.00240004695,446.46378,"WDR20"
263.053,329.237,283.087,278.076,193.075,153.014,123.183,295.429,301.179,240.327,258.208,398.933,376.189,636.506,620.253,771.284,489.46,280.293,487.143,460.371,391.649,514.161,386.137,658.663,"WDR24"
99.3915,28.0246,20.2331,9.48975,106.87565,36.302418,0,5.54637e-06,51.2459,28.5573,88.81208,78.0556,123.758,1.88381e-06,108.4562,151.6651,116.99664,57.634,54.6162,91.1766,109.81782,99.3382,118.3104,87.78189,"WDR25"
4895.75,2762.13,2556.46,5695.96,6476.39,2231.09,6119.92,2208.6,3727.21,4424.07,5294.9,1952.29,1437.46,2962.6,3193.19,3339.61,5274.33,5150.99,3248.5,3463.72,4661.45,3159.18,3869.09,6034.81,"WDR26"
40.136,12.041,26.8809,70.3411,17.09435,8.96843,7.78321,21.2297,59.836,59.383,64.3965,125.9235,14.268,14.5622,113.8961,68.9931,87.8397,96.3815,192.9519,158.7764,217.5835,90.8692,177.5839,342.9301,"WDR27"
319.797,339.341,367.329,416.459,120.198,121.249,67.9487,215.644,602.337,198.444,309.112,922.613,650.186,1086.02,912.579,1117.07,1072.9,579.916,828.077,895.729,1267.62,947.072,960.643,1933.31,"WDR3"
106.96008929,123.4402,36.1229,102.788835975,9.04407,35.7884,35.733,37.2159,87.184179416,107.26962025,0,39.516,0,0,36.0723,0,35.97577,35.917,35.683,32.53498,0,0,64.1416,64.733000518235,"WDR31"
1234.734,1132.339,1428.541,1798.867,1045.1466,544.5896,904.028,789.0482,1573.485,1017.016,1488.206,1380.283,1524.4006,2651.021,2742.368,2565.975,2830.545,1918.381,2036.719,1924.6,2919.177,2198.663,2203.427,3894.721,"WDR33"
980,869,703.729,1697,311,129,215,440,1582,844,602,981.004,95,171,180.053,210,151,113.096,167,149.118,196.079,181,166,289.238,"WDR34"
186,194,210.231,256,78,53.0002,79,156.003,337.009,218.014000039681,157.0004,466.23,215,440.371,422.053,442.132,484.194,312,375,362.00000209083,746,405.333,396.9999,1022.13000001119,"WDR35"
350.495,509.114,540.646,552.321,358.59,211.598,252.779,425.564,557.862,515.908,469.145,756.511,824.387,1581.51,1347.67,1340.89,991.549,783.749,1042.96,1034.3,1795.13,1078.77,1277.87,2407.01,"WDR36"
650.064,859.874,679.622,968.612,1254.32,314.115,1270.56,848.121,380.617,736.315,1056.66,525.615,1196.66,2040.2,2164.74,1782.47,1991.11,1613.93,1789.71,1958.49,2843.41,2031.39,2076.92,3933.59,"WDR37"
0,1,0,1,0,0,0,2,1,0,1,0,1,0,2.00071,0,0,0,0,0,0,0,0,0,"WDR38"
126.5002,146.374,243.622,198.1292627,20.4962,26.2714,11.5145,66.60730766423,214.6513,119.8088,115.2081,171.9314,62.18339,109.2854,63.54434,94.8196,97.0126,60.30177,152.296,60.8492,110.878,103.0360877676,95.649400764445,148.648,"WDR4"
787.46,954.694,1026,1294.5,1181,329,473.752,547.471,1052,665.585,1027.36,1157,639,974,865.336,1106.7,993.865,700.039,736,514.882,1051.2,526,831.965,1123.62,"WDR41"
912.425,1284.98,1699.27,2815.36,442.054,807.731,546.35,811.851,1498.32,1271.02,1227.39,1596.74,941.279,1423.09,1346.66,1420.48,1194.31,750.761,1115.72,1048.46,1669.6,1045.86,1217.19,2492.53,"WDR43"
567.052,466.4015,332.0959,441.01332,747.0299,244.007,496.2137,486.1975,427.3776,437.043,610.267,479.252,646.05,1296.2982,974.666,1093.22,1183.2378,781.345160115094,828.47063,691.34274,1214.341,805.507500060617,991.24050001975,1935.10802,"WDR44"
1176.477,1194.467,1060.767,1495.821,1069.243,575.4169,905.752,1347.354,1169.375,890.698,1352.107,1024.747,794.4616,1154.6609,1096.427,1540.68,2411.981,2258.756,1562.362,1331.481,1712.219,1496.099,1544.584,2187.236,"WDR45"
1873.03,1699.06,1942,2560.02,5242.47,1119.66,2340.76,1632,1134.1,1669,2658.43,1253.4,1253.01,2004.07,1765.02,2265.4,2304.89,1824.3,1744,1547.23,1983.92,1677,1888.17,3246.05,"WDR45B"
1017.57,1155.55,1102.01,1902.25,539,377.225,279,733.103,1142.29,642.233,969.27,1532.34,853,1300.21,1369.48,1379.72,1188.6,874.325,1224,1048,1434.23,1331.75,1238.28,1888.74,"WDR46"
643.446,378.7302,411.0622,584.014,446.0116,273.0004,387.0211,305.24,614.078,374.0068,382.004904,420.007,329,775.3721,559.113,699.01,1012.041,804.497,522.2764,440.0518,779.713,496.0713,603.032,1050.152,"WDR47"
726.345,551.354,1054.35,1553.1,912.65,427.348,660.554,550.814,1013.03,721.698,1018.13,1166.82,1175.39,2033.53,1624.04,2170.16,2299.35,1407.85,1374.91,1258.26,1389.78,1338.56,1376.55,2841.13,"WDR48"
412.426,410.889,389.551,656.772,0.0159595,58.5169,162.583,504.727,432.42,324.356,121.001,282.302,306.723,462.425,133.139,126.267,747.674,497.527,690.237,922.947,681.755,1050.03,883.132,1492.6,"WDR5"
80.9599,0.379065,20.1055,103.852,0.016809,14.7739,82.7882,44.8871,7.26417,78.5353,59.2799,1.28559,6.29487,50.3772,0.00103777,58.4298,62.8382,0,0.00762382,0,0,0,0,0,"WDR53"
188.357,242.836,238.342,606.116,49.021,57.6535,40.3862,129.899,185.536,141.952,186.058,304.938,137.58,271.116,262.696,174.663,161.985,115.415,167.054,169.21,209.842,151.558,198.222,386.736,"WDR54"
402.346,775.569,591.599,621.342,755.991,213.237,662.949,657.148,585.169,660.508,576.787,733.806,605.671,1075.68,1174.56,1247.93,1689.7,1659.99,1645.92,1797.39,2078.74,1793,1684.45,2894.99,"WDR55"
582.528,912.352,1088.24,1216.71,299.6,344.85,227.676,721.73,1316.71,706.786,613.251,1309.34,597.01,881.672,1273.01,1269.19,1377.03,907.44,1429.08,1546.45,1583.83,1647.6,1460.99,2465.12,"WDR59"
45.2023,164.285,123.351,90.7746,91.675,43.4078,54.614,121.235,138.374,149.92,150.673,153.386,276.117,419.909,474.091,627.705,697.6,573.637,620.886,594.244,903.377,564.726,650.376,1243.48,"WDR5B"
757.49,654.456,577.354,825.839,669.782,305.984,209.641,706.512,868.8,615.758,612.55,1447.11,1212.79,2081.13,2868.62,2975.79,2322.8,1478.27,3614.14,3611.1,3235.11,3527.59,3483.65,3210.87,"WDR6"
192.807,240.742,9.01179,279.57,0,71.2926,17.6248,130.593,313.938,73.0281,151.532,251.47,117.787,163.152,250.063,363.549,240.947,123.198,192.783,192.344,364.827,106.578,259.77,347.412,"WDR60"
724.34614,794.04,856.0887,1171.0769,397.568,261.026,223,464.4592,829.02055,416.18606,821.76449,961.41297,694.84861,828.78802,734.17404,834.5273,826.481,455.7039,761.57512,507.903,881.4457,553.82354,668.526,1218.1845,"WDR61"
341.9997,541,402,754,276.9,45.0000000120309,248.9997,195.774000010508,802.0016,500.003,297.0013,431.9997,22,63,77,86,88.9999824,57,88,79.000038808,82.2994,77.2416,83.5074,94,"WDR62"
4.01551,1,0,13.00005,2,3,0,4.00939,1,3.00036,0,1.00003,6,15,15.0006,9,7,35,5,23.0021,33,11,20,8.00038,"WDR63"
0,0,0,0,0,0,0,2,0,1,1,0,1,8,15,11,2,6,3.00303,5,8,4.00648,2,15,"WDR64"
5,15.77793,4,6.00123,1.00006,0,0,5.03733,13.01761,5.00409,8.0036,10.0272,5.30674,16.29646,11.55882,17.0021,27.03168,24.28006,14.19761,25.15054,33,19.46824,10.17128,25.14192,"WDR66"
602.001,572,475,744,511,267,248,407,823,476,635.748,729,1078.63,2166.58,2002.06,2260.54,1305.67,912.151,1190,1112.48,1821,1135.61,1300.07,2607.03,"WDR7"
453.359,673.202,740.723,808.446,327.697,237.463,170.094,419.909,682.826,401.204,745.62,726.925,360.881,705.261,630.892,757.576,682.393,385.445,617.714,494.061,751.478,427.311,674.406,1081.93,"WDR70"
0,0,1.00069,2.83047,0,0,0,2.02286,0,0,0,6.0352177163,0,3.08473,2.06676,1.42666,13.564,0,2.42183,0,0,0,3.21017,4.41353,"WDR72"
172.422,167.099,16.0526,127.156,0,73.0067,40.255,86.5588,224.478,28.7418,183.183,193.588,2.26808e-06,222.361,186.517,246.5,213.648,217.665,193.595,1.41854,176.826,30.8939,311.513,282.923,"WDR73"
210.532,390.436,521.203,570.725,343.703,170.506,130.344,313.912,459.138,202.465,419.73,809.306,413.392,528.985,642.796,598.122,678.766,493.099,715.349,667.698,745.645,715.625,614.589,1100.53,"WDR74"
312,510.334,694,776.354,347,205,283,393,773.048,585.655,618.042,953.732,647.438,926.734,1074.1,1104.14,1099.66,801,1310.79,1289,1906.63,1260,1416.07,2702.17,"WDR75"
